iteration,loss
121,27120.33984375
122,8589.119140625
123,15317.857421875
124,32520.20703125
125,12543.7216796875
126,11397.119140625
127,23326.6796875
128,22330.13671875
129,14957.1650390625
130,11126.3251953125
131,8474.44921875
132,19032.24609375
133,68471.65625
134,12764.8916015625
135,19524.7734375
136,36292.453125
137,31186.837890625
138,10643.5205078125
139,50793.0703125
140,31918.46875
141,7889.89111328125
142,12562.2568359375
143,15053.92578125
144,21759.861328125
145,11180.9873046875
146,26809.203125
147,56247.625
148,37336.5390625
149,27523.583984375
150,24094.111328125
151,28957.076171875
152,28878.146484375
153,26968.771484375
154,11082.9716796875
155,10865.5224609375
156,10075.5283203125
157,20665.927734375
158,41056.57421875
159,9870.3564453125
160,19397.955078125
161,29753.005859375
162,11393.724609375
163,14315.08203125
164,19483.4921875
165,19622.908203125
166,13306.3134765625
167,12160.6298828125
168,25460.8359375
169,31060.59375
170,22160.033203125
171,11147.6015625
172,23701.013671875
173,51224.4921875
174,41705.84375
175,21704.435546875
176,14577.900390625
177,18756.263671875
178,17167.359375
179,18234.673828125
180,32445.810546875
181,59614.54296875
182,40191.30859375
183,22843.22265625
184,10516.857421875
185,52800.89453125
186,139514.46875
187,170841.359375
188,102827.6328125
189,52486.7265625
190,12850.326171875
191,23688.271484375
192,42172.640625
193,71834.9765625
194,30289.2890625
195,18015.04296875
196,17929.517578125
197,22941.365234375
198,15536.1357421875
199,11731.4150390625
200,9194.3544921875
201,9102.3759765625
202,9323.615234375
203,7149.869140625
204,4875.55078125
205,11198.474609375
206,14775.8974609375
207,12085.1650390625
208,8856.2626953125
209,8901.1435546875
210,10540.23046875
211,8575.5126953125
212,33715.546875
213,13267.8798828125
214,11616.9228515625
215,9927.638671875
216,7345.6015625
217,20989.22265625
218,9802.734375
219,11763.939453125
220,11905.46484375
221,20018.220703125
222,8659.029296875
223,11087.185546875
224,12783.4248046875
225,10622.203125
226,11274.1025390625
227,9643.556640625
228,7875.162109375
229,18336.26171875
230,12580.8759765625
231,9845.9892578125
232,7359.541015625
233,10898.275390625
234,11422.40625
235,12852.482421875
236,8152.66162109375
237,8124.109375
238,6893.36328125
239,10719.884765625
240,8657.83203125
241,6309.72412109375
242,9629.8916015625
243,9328.00390625
244,12012.2607421875
245,11767.74609375
246,5562.69970703125
247,14342.619140625
248,25066.751953125
249,10527.1767578125
250,8816.0615234375
251,24259.939453125
252,54841.59375
253,62450.8671875
254,29255.259765625
255,12749.78515625
256,12907.1650390625
257,41333.578125
258,99719.15625
259,47173.70703125
260,34160.5078125
261,16258.2890625
262,10056.33203125
263,89048824.0
264,2982559.5
265,62667.0234375
266,272361.28125
267,47010340.0
268,88009.1640625
269,36956.44921875
270,2654314.25
271,124855.1953125
272,81620.78125
273,144439.265625
274,203319.5
275,253602.03125
276,207773.15625
277,158535.859375
278,122141.078125
279,86995.125
280,70732.7578125
281,10300770.0
282,7414909.5
283,6321392.0
284,1165635.375
285,1645216.5
286,2912158464.0
287,2563890.25
288,670765.0
289,205839.75
290,130306.09375
291,89485.046875
292,83342.609375
293,181481.484375
294,23712272.0
295,122961.140625
296,90775.578125
297,75557.2265625
298,10128939.0
299,136126.0625
300,29339.0078125
301,49510.71484375
302,156712.234375
303,163182.5625
304,23741.21484375
305,20068.724609375
306,217929.375
307,163250.453125
308,108788.0859375
309,40326.94140625
310,23396.619140625
311,29462.80859375
312,16119.3310546875
313,17334.740234375
314,47254.07421875
315,45728.98828125
316,55947.83203125
317,15479.03515625
318,23110.09375
319,26529.23828125
320,30757.0703125
321,23290.4921875
322,14103.173828125
323,11739.1552734375
324,25727.58984375
325,25661.552734375
326,7513.74609375
327,14950.3408203125
328,22770.453125
329,18231.87890625
330,13394.3271484375
331,13085.2734375
332,18723.544921875
333,13847.365234375
334,8479.11328125
335,16536.53515625
336,20417.52734375
337,23383.5078125
338,13268.64453125
339,12985.109375
340,11345.544921875
341,26003.34765625
342,15537.5224609375
343,10283.04296875
344,29348.75
345,16220.4033203125
346,9931.080078125
347,21770.419921875
348,21424.4140625
349,14622.7177734375
350,9934.5654296875
351,7560.943359375
352,26466.779296875
353,12805.552734375
354,10752.8291015625
355,15341.92578125
356,9426.21484375
357,8607.41796875
358,9075.7939453125
359,6908.39453125
360,6595.89697265625
361,8849.4736328125
362,8393.75
363,8852.818359375
364,14602.7373046875
365,7191.71435546875
366,12755.521484375
367,9178.755859375
368,9135.2822265625
369,23085.18359375
370,15867.787109375
371,18007.2421875
372,17991.904296875
373,15920.3173828125
374,9858.3759765625
375,10822.3935546875
376,28288.984375
377,35630.9375
378,9899.923828125
379,12516.525390625
380,17459.37890625
381,18738.79296875
382,6505.97509765625
383,13878.806640625
384,21688.0
385,49410.421875
386,34949.53515625
387,19340.44140625
388,9304.2763671875
389,9021.7197265625
390,15299.7431640625
391,22455.361328125
392,12557.6279296875
393,17929.3515625
394,9660.4189453125
395,10494.4912109375
396,9555.0302734375
397,14430.330078125
398,6683.771484375
399,11151.7685546875
400,30921.853515625
401,12720.6728515625
402,6890.50439453125
403,4201.1474609375
404,8523.3056640625
405,11513.4970703125
406,5882.9111328125
407,13202.072265625
408,15037.0234375
409,19288.51953125
410,10125.9775390625
411,9349.6064453125
412,13624.6708984375
413,19212.822265625
414,12301.7060546875
415,12454.416015625
416,11469.1943359375
417,9985.4345703125
418,7833.20556640625
419,5873.94580078125
420,7535.57080078125
421,6401.3115234375
422,9381.939453125
423,7009.24951171875
424,9400.712890625
425,8782.9384765625
426,8362.7099609375
427,7716.31884765625
428,19953.7265625
429,24613.900390625
430,15361.6796875
431,5890.13232421875
432,10797.623046875
433,16365.845703125
434,15799.7041015625
435,6426.9453125
436,5685.32861328125
437,16600.9765625
438,15963.3984375
439,10529.5380859375
440,8256.3330078125
441,8432.119140625
442,10588.94140625
443,12555.1455078125
444,10515.31640625
445,11528.27734375
446,16182.3662109375
447,12995.8994140625
448,9215.5869140625
449,10097.845703125
450,10899.640625
451,9485.4189453125
452,10190.9853515625
453,9513.0712890625
454,6632.35107421875
455,4794.6513671875
456,12424.05859375
457,13502.646484375
458,8783.166015625
459,9654.623046875
460,10613.9990234375
461,10962.345703125
462,11806.9931640625
463,6540.24560546875
464,10410.7939453125
465,13749.91015625
466,13227.5771484375
467,8183.78857421875
468,10936.306640625
469,13582.2607421875
470,9668.6845703125
471,13999.501953125
472,12208.0205078125
473,8013.30126953125
474,7794.49853515625
475,7476.6640625
476,10869.693359375
477,9143.822265625
478,7470.88623046875
479,11954.982421875
480,22450.31640625
481,10080.4833984375
482,5992.30126953125
483,6977.3916015625
484,8504.3388671875
485,9138.3291015625
486,8220.4580078125
487,9415.5546875
488,7586.23095703125
489,9178.7939453125
490,9752.453125
491,5998.74951171875
492,9159.1240234375
493,6488.50537109375
494,6105.17626953125
495,5533.4794921875
496,13736.4921875
497,5885.8046875
498,6398.32275390625
499,8024.11767578125
500,7695.25146484375
501,12301.841796875
502,12518.7607421875
503,6566.6962890625
504,10090.16015625
505,6434.50341796875
506,9335.7119140625
507,3826.69775390625
508,8245.9912109375
509,10506.9609375
510,8233.8125
511,8883.7587890625
512,6543.4951171875
513,6627.7138671875
514,8246.3271484375
515,8241.244140625
516,7828.10546875
517,8814.771484375
518,5687.74853515625
519,12371.0517578125
520,7408.88623046875
521,5792.62109375
522,9727.8017578125
523,8409.3603515625
524,6323.46337890625
525,6498.5625
526,7165.9609375
527,9126.87109375
528,6743.59423828125
529,7244.68505859375
530,13279.099609375
531,7513.50341796875
532,4316.69580078125
533,6838.75439453125
534,11585.0908203125
535,19642.759765625
536,7684.7197265625
537,8332.75
538,7560.83837890625
539,5305.01513671875
540,14685.1103515625
541,13646.5625
542,12017.533203125
543,9461.3984375
544,7625.35693359375
545,11625.0625
546,10420.662109375
547,6283.0009765625
548,7544.767578125
549,7338.06005859375
550,8650.4931640625
551,9817.541015625
552,6926.00048828125
553,11007.8271484375
554,7587.6416015625
555,8130.5654296875
556,10081.44140625
557,10926.0166015625
558,10629.189453125
559,10513.9892578125
560,12721.7470703125
561,12318.2255859375
562,10492.798828125
563,6903.525390625
564,8380.3232421875
565,7830.61181640625
566,7880.30224609375
567,7492.07666015625
568,6060.3876953125
569,10104.3203125
570,11014.361328125
571,7033.2119140625
572,8041.39892578125
573,7814.3447265625
574,5315.45556640625
575,6700.7646484375
576,6220.251953125
577,6969.8486328125
578,8985.583984375
579,6865.17578125
580,6267.1142578125
581,5376.3984375
582,8921.6064453125
583,5972.8759765625
584,8160.20751953125
585,8575.0322265625
586,13814.5791015625
587,16908.306640625
588,5012.26123046875
589,8141.58740234375
590,4938.02587890625
591,5207.42529296875
592,5147.88134765625
593,9467.2783203125
594,6683.5498046875
595,9568.7939453125
596,8402.353515625
597,9334.720703125
598,7549.30859375
599,8653.5380859375
600,10727.3330078125
601,7668.57861328125
602,11441.515625
603,6448.5986328125
604,7623.859375
605,6951.947265625
606,6110.5654296875
607,9767.1318359375
608,11186.3251953125
609,9604.5595703125
610,8742.5205078125
611,7641.43115234375
612,8835.3583984375
613,7063.72607421875
614,7279.09423828125
615,6351.61376953125
616,7490.16455078125
617,10371.4619140625
618,4813.1689453125
619,4988.03076171875
620,4400.0869140625
621,4676.76025390625
622,10058.994140625
623,8647.904296875
624,7418.74169921875
625,4816.48388671875
626,9607.966796875
627,14135.330078125
628,7500.73486328125
629,9365.79296875
630,9008.6552734375
631,14105.0400390625
632,8419.1484375
633,7101.673828125
634,4690.14501953125
635,4804.2978515625
636,5531.59912109375
637,9288.46875
638,8030.880859375
639,7650.07421875
640,10062.025390625
641,9216.609375
642,5848.23486328125
643,8520.5107421875
644,4731.13232421875
645,6680.33203125
646,7464.232421875
647,7266.32763671875
648,6756.04345703125
649,7951.154296875
650,6800.55712890625
651,7351.39501953125
652,6823.93798828125
653,9413.869140625
654,11729.77734375
655,5701.45703125
656,8252.1875
657,6668.93798828125
658,9827.3173828125
659,4657.14697265625
660,12766.6669921875
661,18615.234375
662,12165.41015625
663,5213.20458984375
664,7008.640625
665,4975.67333984375
666,6641.44970703125
667,11561.2314453125
668,13302.830078125
669,9618.60546875
670,9539.0537109375
671,10620.966796875
672,12525.029296875
673,10345.53515625
674,6539.26123046875
675,7598.4658203125
676,6875.59521484375
677,7970.6083984375
678,6051.93994140625
679,7141.1923828125
680,6629.66455078125
681,7968.884765625
682,7824.5556640625
683,8703.2431640625
684,8156.58203125
685,8823.7509765625
686,5779.79541015625
687,10018.19140625
688,7865.10498046875
689,5294.6962890625
690,7463.58154296875
691,14491.4482421875
692,14320.0458984375
693,8754.1953125
694,7194.00146484375
695,8300.314453125
696,8024.2470703125
697,6420.2666015625
698,11469.689453125
699,10825.7158203125
700,8032.62841796875
701,10948.49609375
702,9230.0380859375
703,8393.2333984375
704,13424.6650390625
705,11409.1474609375
706,6784.1943359375
707,13533.7998046875
708,6766.9638671875
709,11372.4169921875
710,16851.9921875
711,7817.2138671875
712,12683.1005859375
713,13579.7744140625
714,9580.365234375
715,9337.49609375
716,9854.4716796875
717,24514.1953125
718,20392.939453125
719,16579.728515625
720,8665.923828125
721,8223.087890625
722,6918.30029296875
723,13862.037109375
724,21648.12890625
725,14782.3349609375
726,10821.1328125
727,7679.24462890625
728,6146.1591796875
729,15100.25390625
730,12476.033203125
731,11601.0478515625
732,10420.5107421875
733,4413.806640625
734,4558.48681640625
735,8494.6689453125
736,6255.7470703125
737,7715.55322265625
738,10144.3818359375
739,9753.19140625
740,9547.734375
741,8265.7041015625
742,6302.1474609375
743,6570.33447265625
744,13989.8125
745,12224.23828125
746,13202.1953125
747,8666.3359375
748,9880.755859375
749,10449.587890625
750,8771.0751953125
751,15804.158203125
752,14086.8583984375
753,7642.298828125
754,9988.8701171875
755,8771.5029296875
756,9385.4091796875
757,12057.2548828125
758,12719.3505859375
759,10391.6494140625
760,5794.59326171875
761,6376.85888671875
762,8235.03125
763,4971.7978515625
764,7612.908203125
765,6447.853515625
766,6966.51953125
767,6700.7509765625
768,6135.77880859375
769,4692.08154296875
770,5252.6337890625
771,2949.9599609375
772,6978.9296875
773,6908.177734375
774,6809.32568359375
775,10615.943359375
776,4535.45068359375
777,4981.39111328125
778,6476.69580078125
779,4681.77734375
780,4822.58837890625
781,6493.1103515625
782,6031.876953125
783,5962.3603515625
784,4049.8173828125
785,6817.7060546875
786,8589.26953125
787,6277.30419921875
788,8115.61279296875
789,4707.6318359375
790,3541.665771484375
791,4077.181640625
792,6022.5302734375
793,5458.4638671875
794,7357.05615234375
795,6446.58544921875
796,7169.6474609375
797,6573.24755859375
798,7252.59375
799,6755.87890625
800,15672.365234375
801,16017.486328125
802,5309.8076171875
803,10148.521484375
804,11348.2177734375
805,10111.84765625
806,9342.0859375
807,12974.1015625
808,10787.306640625
809,11129.7578125
810,14812.8408203125
811,11590.8447265625
812,10640.447265625
813,7944.103515625
814,10046.3427734375
815,10615.52734375
816,9430.0009765625
817,6502.42529296875
818,6579.8916015625
819,11202.076171875
820,10045.7568359375
821,7620.0185546875
822,9184.5185546875
823,10940.11328125
824,5050.21826171875
825,10786.9716796875
826,12458.4921875
827,5461.84716796875
828,5582.2470703125
829,4343.55029296875
830,9581.87890625
831,8612.9619140625
832,12148.34375
833,11116.6796875
834,5507.96630859375
835,11647.001953125
836,15737.7021484375
837,19403.755859375
838,14343.47265625
839,17609.185546875
840,9153.099609375
841,8429.0537109375
842,6035.78515625
843,15316.2705078125
844,13133.53515625
845,15834.4658203125
846,6272.96484375
847,10249.1708984375
848,8327.076171875
849,8955.43359375
850,8830.5390625
851,7866.1611328125
852,5667.70166015625
853,7089.36328125
854,7536.775390625
855,9054.376953125
856,6336.0966796875
857,5425.5029296875
858,6858.1650390625
859,8697.716796875
860,14343.73046875
861,8704.470703125
862,5523.359375
863,6995.291015625
864,6049.64013671875
865,8279.71484375
866,6867.16748046875
867,7027.39404296875
868,8795.8837890625
869,8416.8583984375
870,4896.2685546875
871,6189.6416015625
872,5213.205078125
873,12459.5732421875
874,7406.34521484375
875,5725.29931640625
876,9130.5546875
877,6044.35400390625
878,10307.2158203125
879,11104.2197265625
880,7167.02490234375
881,7219.5322265625
882,4532.1494140625
883,3283.623046875
884,7174.23876953125
885,6750.134765625
886,9302.6240234375
887,8995.4189453125
888,6499.724609375
889,5333.41552734375
890,12615.1005859375
891,17612.19921875
892,13145.8095703125
893,3977.98779296875
894,5117.41064453125
895,8595.3310546875
896,9709.634765625
897,9851.9736328125
898,5842.375
899,8318.435546875
900,13872.3544921875
901,6661.19677734375
902,9840.1162109375
903,8128.36962890625
904,9999.3310546875
905,7226.25634765625
906,9093.37109375
907,5328.0625
908,5666.4189453125
909,5336.0029296875
910,8132.2958984375
911,5753.7470703125
912,5777.57958984375
913,6002.18505859375
914,4048.06591796875
915,5251.48974609375
916,5246.14208984375
917,6191.7978515625
918,6806.76171875
919,6790.908203125
920,4784.3427734375
921,5887.55859375
922,6800.140625
923,7020.37841796875
924,9523.9541015625
925,7820.84228515625
926,8556.255859375
927,5358.771484375
928,7106.5146484375
929,6032.98388671875
930,5080.36669921875
931,9150.9873046875
932,7556.14208984375
933,7167.30224609375
934,9304.2734375
935,6629.3359375
936,7739.83203125
937,6083.07421875
938,5177.22509765625
939,4719.9951171875
940,8558.0595703125
941,11865.2900390625
942,11021.685546875
943,8405.36328125
944,5617.2822265625
945,7118.05810546875
946,9511.39453125
947,10117.908203125
948,6699.37939453125
949,5350.82470703125
950,7589.373046875
951,9279.62109375
952,7445.4755859375
953,5262.90771484375
954,6553.2041015625
955,4422.1728515625
956,5753.31884765625
957,6783.62841796875
958,6887.255859375
959,13526.3095703125
960,5162.375
961,3279.3046875
962,6955.90283203125
963,12137.462890625
964,9911.21484375
965,8839.318359375
966,6422.4892578125
967,2960.20166015625
968,4930.23291015625
969,4575.7861328125
970,7166.39453125
971,7262.2373046875
972,6078.93310546875
973,6102.7294921875
974,8647.0244140625
975,6190.25146484375
976,8849.2001953125
977,4825.8095703125
978,6770.27978515625
979,5847.947265625
980,8363.2412109375
981,3349.683837890625
982,5318.56396484375
983,7375.43896484375
984,7187.68017578125
985,4744.171875
986,7508.97509765625
987,4698.93212890625
988,7475.56640625
989,7991.5029296875
990,9574.2734375
991,12828.28125
992,10118.8291015625
993,8627.40625
994,7457.48876953125
995,7367.94140625
996,6514.94970703125
997,8760.212890625
998,9035.783203125
999,8060.53662109375
